longitude,latitude,elevation,slope
-106.4999985,37.41666774,3048,-265.7856
-106.4583318,37.41666774,2996.184,-496.824
-106.4166652,37.41666774,3491.1792,-441.0456
-106.3749985,37.41666774,3144.012,-303.8856
-106.3333318,37.41666774,2906.268,-482.1936
-106.2916652,37.41666774,2926.9944,-828.1416
-106.2499985,37.41666774,2896.2096,-1194.2064
-106.2083318,37.41666774,2551.176,-1212.1896
-106.1666652,37.41666774,2383.2312,-1251.204
-106.1249985,37.41666774,2358.2376,-972.0072
-106.0833318,37.41666774,2337.2064,-747.9792
-106.0416651,37.41666774,2319.2232,-680.9232
-105.9999985,37.41666774,2298.192,-1156.1064
-105.9583318,37.41666774,2294.2296,-785.7744
-105.9166651,37.41666774,2289.9624,-533.0952
-105.8749985,37.41666774,2285.0856,-535.8384
-105.8333318,37.41666774,2286,-445.008
-105.7916651,37.41666774,2285.0856,-71.0184
-105.7499985,37.41666774,2285.0856,203.9112
-105.7083318,37.41666774,2286,528.828
-105.6666651,37.41666774,2300.0208,573.9384
-105.6249984,37.41666774,2315.2608,748.8936
-105.5833318,37.41666774,2335.0728,759.8664
-105.5416651,37.41666774,2358.2376,851.0016
-105.4999984,37.41666774,2373.1728,341.0712
-105.4583318,37.41666774,2391.156,231.9528
-105.4166651,37.41666774,2451.2016,390.144
-105.3749984,37.41666774,2480.1576,541.9344
-105.3333318,37.41666774,2587.1424,469.0872
-105.2916651,37.41666774,2887.0656,177.0888
-105.2499984,37.41666774,2911.1448,15.24
-105.2083317,37.41666774,3068.1168,-90.2208
-105.1666651,37.41666774,3058.0584,-97.8408
-105.1249984,37.41666774,3145.2312,-221.2848
-105.0833317,37.41666774,2631.0336,-348.0816
-105.0416651,37.41666774,2517.0384,-473.0496
-104.9999984,37.41666774,2676.144,-581.2536
-104.9583317,37.41666774,2827.02,-644.0424
-104.9166651,37.41666774,2754.1728,-774.192
-104.8749984,37.41666774,2463.0888,-1092.0984
-104.8333317,37.41666774,2315.2608,-1107.0336
-104.791665,37.41666774,2225.04,-1274.064
-104.7499984,37.41666774,2237.232,-1300.8864
-104.7083317,37.41666774,2136.9528,-1416.1008
-104.666665,37.41666774,2025.0912,-936.0408
-104.6249984,37.41666774,1918.1064,-843.0768
-104.5833317,37.41666774,1869.948,-1024.128
-104.541665,37.41666774,1836.1152,-1171.956
-104.4999984,37.41666774,1812.9504,-1109.1672
-104.4583317,37.41666774,1794.9672,-822.0456
-104.416665,37.41666774,1804.1112,-701.04
-104.3749983,37.41666774,1794.0528,-647.0904
-104.3333317,37.41666774,1757.172,-686.1048
-104.291665,37.41666774,1729.1304,-599.8464
-104.2499983,37.41666774,1694.9928,-505.0536
-104.2083317,37.41666774,1673.9616,-365.1504
-104.166665,37.41666774,1652.016,-299.9232
-104.1249983,37.41666774,1655.064,-235.0008
-104.0833317,37.41666774,1645.0056,-345.948
-104.041665,37.41666774,1641.0432,-211.836
-103.9999983,37.41666774,1614.2208,-221.8944
-103.9583316,37.41666774,1577.9496,-202.0824
-103.916665,37.41666774,1551.1272,-134.112
-103.8749983,37.41666774,1537.1064,-103.9368
-103.8333316,37.41666774,1520.0376,-142.0368
-103.791665,37.41666774,1552.956,-106.9848
-103.7499983,37.41666774,1570.0248,-36.8808
-103.7083316,37.41666774,1601.1144,-71.9328
-103.666665,37.41666774,1467.0024,-67.056
-103.6249983,37.41666774,1583.1312,-92.0496
-103.5833316,37.41666774,1582.2168,-97.2312
-103.5416649,37.41666774,1591.9704,-32.004
-103.4999983,37.41666774,1623.06,-25.908
-103.4583316,37.41666774,1625.1936,-24.9936
-103.4166649,37.41666774,1552.956,-15.8496
-103.3749983,37.41666774,1566.9768,-47.8536
-103.3333316,37.41666774,1615.1352,-83.82
-103.2916649,37.41666774,1583.1312,-138.0744
-103.2499983,37.41666774,1577.9496,-30.7848
-103.2083316,37.41666774,1548.9936,-178.0032
-103.1666649,37.41666774,1516.9896,-189.2808
-103.1249982,37.41666774,1545.9456,-217.932
-103.0833316,37.41666774,1525.2192,-274.9296
-103.0416649,37.41666774,1512.1128,-295.0464
-102.9999982,37.41666774,1504.188,-243.84
-102.9583316,37.41666774,1505.1024,-274.0152
-102.9166649,37.41666774,1486.2048,-334.0608
-102.8749982,37.41666774,1463.04,-320.9544
-102.8333316,37.41666774,1436.2176,-328.8792
-102.7916649,37.41666774,1405.128,-316.992
-102.7499982,37.41666774,1392.936,-306.0192
-102.7083315,37.41666774,1374.0384,-350.8248
-102.6666649,37.41666774,1348.1304,-343.2048
-102.6249982,37.41666774,1330.1472,-337.1088
-102.5833315,37.41666774,1309.116,-345.0336
-102.5416649,37.41666774,1292.9616,-362.1024
-102.4999982,37.41666774,1281.0744,-366.0648
-102.4583315,37.41666774,1262.1768,-355.092
-102.4166649,37.41666774,1249.0704,-337.1088
-102.3749982,37.41666774,1232.0016,-322.1736
-102.3333315,37.41666774,1210.9704,-320.9544
-102.2916648,37.41666774,1195.1208,-313.0296
-102.2499982,37.41666774,1182.0144,-298.0944
-102.2083315,37.41666774,1175.004,-294.132
-102.1666648,37.41666774,1159.1544,-284.988
-102.1249982,37.41666774,1143,-286.8168
-102.0833315,37.41666774,1120.14,-288.036
-102.0416648,37.41666774,1107.948,-275.2344
-101.9999982,37.41666774,1099.1088,-274.9296
-101.9583315,37.41666774,1082.9544,-270.0528
-101.9166648,37.41666774,1071.9816,-249.936
-109.1249987,37.45833441,1527.048,489.204
-109.0833321,37.45833441,1619.0976,485.2416
-109.0416654,37.45833441,1691.0304,434.9496
-108.9999987,37.45833441,1792.224,481.8888
-108.958332,37.45833441,1837.944,523.9512
-108.9166654,37.45833441,1894.0272,548.0304
-108.8749987,37.45833441,1842.2112,672.9984
-108.833332,37.45833441,1924.2024,697.0776
-108.7916654,37.45833441,2026.0056,818.0832
-108.7499987,37.45833441,1946.148,910.1328
-108.708332,37.45833441,2009.2416,975.0552
-108.6666654,37.45833441,2002.2312,982.98
-108.6249987,37.45833441,2010.156,981.1512
-108.583332,37.45833441,2061.0576,1073.8104
-108.5416653,37.45833441,2113.1784,1235.3544
-108.4999987,37.45833441,2150.9736,1637.0808
-108.458332,37.45833441,2232.9648,1630.0704
-108.4166653,37.45833441,2264.0544,1342.9488
-108.3749987,37.45833441,2326.2336,891.2352
-108.333332,37.45833441,2419.1976,808.9392
-108.2916653,37.45833441,2502.1032,437.9976
-108.2499987,37.45833441,2602.0776,630.0216
-108.208332,37.45833441,2672.1816,131.9784
-108.1666653,37.45833441,2866.0344,776.0208
-108.1249986,37.45833441,3073.2984,986.028
-108.083332,37.45833441,3531.108,687.0192
-108.0416653,37.45833441,3472.2816,1184.148
-107.9999986,37.45833441,3267.1512,697.0776
-107.958332,37.45833441,2917.2408,190.8048
-107.9166653,37.45833441,2755.0872,356.9208
-107.8749986,37.45833441,2447.2392,263.0424
-107.833332,37.45833441,2632.2528,650.1384
-107.7916653,37.45833441,2142.1344,413.004
-107.7499986,37.45833441,2837.0784,35.9664
-107.7083319,37.45833441,3099.2064,-248.1072
-107.6666653,37.45833441,2837.9928,-961.0344
-107.6249986,37.45833441,3417.1128,-984.1992
-107.5833319,37.45833441,2961.132,-807.1104
-107.5416653,37.45833441,2517.0384,-364.236
-107.4999986,37.45833441,2776.1184,356.9208
-107.4583319,37.45833441,2765.1456,945.7944
-107.4166653,37.45833441,3252.216,630.0216
-107.3749986,37.45833441,3085.1856,1178.9664
-107.3333319,37.45833441,2902.0008,-200.8632
-107.2916652,37.45833441,2825.1912,-233.172
-107.2499986,37.45833441,2570.0736,485.2416
-107.2083319,37.45833441,2488.0824,-54.864
-107.1666652,37.45833441,2460.0408,285.9024
-107.1249986,37.45833441,2553.0048,818.9976
-107.0833319,37.45833441,3112.008,436.1688
-107.0416652,37.45833441,3393.0336,842.1624
-106.9999986,37.45833441,3262.2744,384.048
-106.9583319,37.45833441,3321.1008,484.9368
-106.9166652,37.45833441,2636.2152,591.312
-106.8749985,37.45833441,2866.0344,647.0904
-106.8333319,37.45833441,3323.2344,932.9928
-106.7916652,37.45833441,3362.2488,797.052
-106.7499985,37.45833441,3247.0344,554.1264
-106.7083319,37.45833441,3336.036,408.1272
-106.6666652,37.45833441,3212.2872,-185.928
-106.6249985,37.45833441,3607.308,-887.8824
-106.5833319,37.45833441,3636.264,-893.064
-106.5416652,37.45833441,3570.1224,-975.0552
-106.4999985,37.45833441,3493.3128,-308.1528
-106.4583318,37.45833441,3472.2816,-552.9072
-106.4166652,37.45833441,3503.0664,-1026.2616
-106.3749985,37.45833441,3285.1344,-1071.0672
-106.3333318,37.45833441,3014.1672,-957.9864
-106.2916652,37.45833441,2961.132,-1050.9504
-106.2499985,37.45833441,2926.08,-927.2016
-106.2083318,37.45833441,2505.1512,-1322.2224
-106.1666652,37.45833441,2369.2104,-1351.1784
-106.1249985,37.45833441,2346.0456,-1284.1224
-106.0833318,37.45833441,2328.0624,-1185.0624
-106.0416651,37.45833441,2313.1272,-1155.192
-105.9999985,37.45833441,2296.9728,-1162.812
-105.9583318,37.45833441,2291.1816,-919.8864
-105.9166651,37.45833441,2289.048,-608.9904
-105.8749985,37.45833441,2285.0856,-467.868
-105.8333318,37.45833441,2285.0856,-427.0248
-105.7916651,37.45833441,2285.0856,14.9352
-105.7499985,37.45833441,2285.0856,140.8176
-105.7083318,37.45833441,2286,247.1928
-105.6666651,37.45833441,2308.2504,583.9968
-105.6249984,37.45833441,2317.0896,751.0272
-105.5833318,37.45833441,2340.2544,592.2264
-105.5416651,37.45833441,2365.248,348.0816
-105.4999984,37.45833441,2405.1768,192.9384
-105.4583318,37.45833441,2493.264,28.0416
-105.4166651,37.45833441,2499.0552,46.0248
-105.3749984,37.45833441,2520.0864,174.0408
-105.3333318,37.45833441,2510.028,67.9704
-105.2916651,37.45833441,2593.2384,-32.9184
-105.2499984,37.45833441,2912.0592,-123.1392
-105.2083317,37.45833441,3064.1544,-214.884
-105.1666651,37.45833441,2889.1992,-262.128
-105.1249984,37.45833441,2639.2632,-229.2096
-105.0833317,37.45833441,2481.9864,-391.0584
-105.0416651,37.45833441,2313.1272,-565.0992
-104.9999984,37.45833441,2331.1104,-580.9488
-104.9583317,37.45833441,2459.1264,-643.128
-104.9166651,37.45833441,2353.056,-691.896
-104.8749984,37.45833441,2253.0816,-817.1688
-104.8333317,37.45833441,2185.1112,-1143.9144
-104.791665,37.45833441,2102.2056,-1324.0512
-104.7499984,37.45833441,2078.1264,-1135.0752
-104.7083317,37.45833441,2136.0384,-922.3248
-104.666665,37.45833441,2014.1184,-776.9352
-104.6249984,37.45833441,1928.1648,-616.0008
-104.5833317,37.45833441,1918.1064,-630.0216
-104.541665,37.45833441,1876.9584,-736.092
-104.4999984,37.45833441,1818.132,-658.0632
-104.4583317,37.45833441,1776.0696,-597.1032
-104.416665,37.45833441,1768.1448,-565.0992
-104.3749983,37.45833441,1740.1032,-510.2352
-104.3333317,37.45833441,1754.124,-511.1496
-104.291665,37.45833441,1716.9384,-566.928
-104.2499983,37.45833441,1705.0512,-444.0936
-104.2083317,37.45833441,1697.1264,-366.9792
-104.166665,37.45833441,1701.0888,-448.056
-104.1249983,37.45833441,1723.0344,-313.944
-104.0833317,37.45833441,1694.9928,-398.0688
-104.041665,37.45833441,1655.9784,-292.9128
-103.9999983,37.45833441,1620.012,-341.0712
-103.9583316,37.45833441,1591.9704,-150.876
-103.916665,37.45833441,1566.9768,-192.9384
-103.8749983,37.45833441,1569.1104,-170.9928
-103.8333316,37.45833441,1570.0248,-227.9904
-103.791665,37.45833441,1561.1856,-149.9616
-103.7499983,37.45833441,1470.0504,-118.872
-103.7083316,37.45833441,1563.0144,-165.8112
-103.666665,37.45833441,1420.0632,-156.972
-103.6249983,37.45833441,1483.1568,-124.0536
-103.5833316,37.45833441,1427.0736,-121.92
-103.5416649,37.45833441,1589.2272,-60.96
-103.4999983,37.45833441,1561.1856,-58.8264
-103.4583316,37.45833441,1545.9456,-68.8848
-103.4166649,37.45833441,1477.0608,-113.9952
-103.3749983,37.45833441,1547.1648,-74.0664
-103.3333316,37.45833441,1582.2168,7.0104
-103.2916649,37.45833441,1557.2232,-107.8992
-103.2499983,37.45833441,1538.0208,-0.9144
-103.2083316,37.45833441,1531.9248,-81.9912
-103.1666649,37.45833441,1498.092,-50.9016
-103.1249982,37.45833441,1531.0104,-224.028
-103.0833316,37.45833441,1508.1504,-210.0072
-103.0416649,37.45833441,1500.2256,-203.9112
-102.9999982,37.45833441,1456.0296,-146.9136
-102.9583316,37.45833441,1487.1192,-235.0008
-102.9166649,37.45833441,1477.0608,-293.2176
-102.8749982,37.45833441,1455.1152,-286.2072
-102.8333316,37.45833441,1419.1488,-284.0736
-102.7916649,37.45833441,1401.1656,-299.0088
-102.7499982,37.45833441,1376.172,-290.1696
-102.7083315,37.45833441,1365.1992,-332.8416
-102.6666649,37.45833441,1351.1784,-326.136
-102.6249982,37.45833441,1342.0344,-336.1944
-102.5833315,37.45833441,1330.1472,-313.0296
-102.5416649,37.45833441,1312.164,-358.14
-102.4999982,37.45833441,1288.9992,-356.0064
-102.4583315,37.45833441,1271.016,-334.9752
-102.4166649,37.45833441,1253.9472,-326.136
-102.3749982,37.45833441,1232.916,-323.088
-102.3333315,37.45833441,1207.9224,-306.0192
-102.2916648,37.45833441,1198.1688,-305.1048
-102.2499982,37.45833441,1182.0144,-303.276
-102.2083315,37.45833441,1164.0312,-309.9816
-102.1666648,37.45833441,1143,-311.2008
-102.1249982,37.45833441,1128.9792,-304.1904
-102.0833315,37.45833441,1121.0544,-291.9984
-102.0416648,37.45833441,1120.14,-284.988
-101.9999982,37.45833441,1093.0128,-277.9776
-101.9583315,37.45833441,1078.0776,-270.9672
-101.9166648,37.45833441,1070.1528,-256.9464
-109.1249987,37.50000108,1702.0032,473.0496
-109.0833321,37.50000108,1682.1912,411.7848
-109.0416654,37.50000108,1708.0992,466.0392
-108.9999987,37.50000108,1785.2136,502.0056
-108.958332,37.50000108,1922.0688,481.8888
-108.9166654,37.50000108,1922.9832,623.0112
-108.8749987,37.50000108,1961.0832,662.94
-108.833332,37.50000108,1967.1792,757.1232
-108.7916654,37.50000108,2071.116,842.772
-108.7499987,37.50000108,2095.1952,898.8552
-108.708332,37.50000108,2043.9888,883.0056
-108.6666654,37.50000108,2054.9616,1019.8608
-108.6249987,37.50000108,2073.2496,1129.8936
-108.583332,37.50000108,2132.076,1346.9112
-108.5416653,37.50000108,2136.0384,1377.0864
-108.4999987,37.50000108,2249.1192,1091.184
-108.458332,37.50000108,2307.0312,1475.232
-108.4166653,37.50000108,2312.2128,932.9928
-108.3749987,37.50000108,2385.9744,611.124
-108.333332,37.50000108,2499.9696,384.9624
-108.2916653,37.50000108,2585.0088,537.0576
-108.2499987,37.50000108,2702.052,727.2528
-108.208332,37.50000108,2837.9928,243.84
-108.1666653,37.50000108,3132.1248,750.1128
-108.1249986,37.50000108,3299.1552,1180.1856
-108.083332,37.50000108,3014.1672,807.1104
-108.0416653,37.50000108,3436.3152,1179.2712
-107.9999986,37.50000108,2900.172,1096.0608
-107.958332,37.50000108,2682.24,340.1568
-107.9166653,37.50000108,2480.1576,854.0496
-107.8749986,37.50000108,2581.0464,626.0592
-107.833332,37.50000108,2782.2144,169.164
-107.7916653,37.50000108,2317.0896,708.0504
-107.7499986,37.50000108,2882.1888,71.9328
-107.7083319,37.50000108,3316.224,-466.9536
-107.6666653,37.50000108,3056.2296,-409.0416
-107.6249986,37.50000108,3486.3024,-840.3336
-107.5833319,37.50000108,3408.2736,-242.0112
-107.5416653,37.50000108,2726.1312,418.7952
-107.4999986,37.50000108,3354.0192,601.0656
-107.4583319,37.50000108,3211.068,881.1768
-107.4166653,37.50000108,2871.216,688.848
-107.3749986,37.50000108,3546.0432,847.9536
-107.3333319,37.50000108,3204.0576,320.04
-107.2916652,37.50000108,2832.2016,132.8928
-107.2499986,37.50000108,2605.1256,302.0568
-107.2083319,37.50000108,2595.9816,-199.0344
-107.1666652,37.50000108,2658.1608,-202.0824
-107.1249986,37.50000108,3101.0352,313.0296
-107.0833319,37.50000108,3081.2232,26.2128
-107.0416652,37.50000108,3462.2232,59.1312
-106.9999986,37.50000108,3471.0624,631.8504
-106.9583319,37.50000108,3165.0432,-333.756
-106.9166652,37.50000108,3202.2288,52.1208
-106.8749985,37.50000108,3449.1168,489.8136
-106.8333319,37.50000108,3358.2864,999.1344
-106.7916652,37.50000108,3287.268,634.2888
-106.7499985,37.50000108,3206.1912,227.076
-106.7083319,37.50000108,3039.1608,-439.8264
-106.6666652,37.50000108,3380.232,-535.2288
-106.6249985,37.50000108,3270.1992,-1032.0528
-106.5833319,37.50000108,3503.0664,-1153.0584
-106.5416652,37.50000108,3212.2872,-859.8408
-106.4999985,37.50000108,3256.1784,-897.0264
-106.4583318,37.50000108,3322.0152,-1138.1232
-106.4166652,37.50000108,3604.26,-1070.1528
-106.3749985,37.50000108,3230.2704,-997.3056
-106.3333318,37.50000108,2885.2368,-913.1808
-106.2916652,37.50000108,2661.2088,-754.0752
-106.2499985,37.50000108,2545.9944,-1095.1464
-106.2083318,37.50000108,2430.1704,-985.1136
-106.1666652,37.50000108,2318.004,-1215.8472
-106.1249985,37.50000108,2305.2024,-925.068
-106.0833318,37.50000108,2305.2024,-947.928
-106.0416651,37.50000108,2310.9936,-1004.0112
-105.9999985,37.50000108,2288.1336,-1261.2624
-105.9583318,37.50000108,2289.9624,-830.2752
-105.9166651,37.50000108,2293.0104,-394.1064
-105.8749985,37.50000108,2285.0856,-3.9624
-105.8333318,37.50000108,2285.0856,109.1184
-105.7916651,37.50000108,2285.0856,213.9696
-105.7499985,37.50000108,2287.2192,264.2616
-105.7083318,37.50000108,2287.2192,342.9
-105.6666651,37.50000108,2308.2504,524.8656
-105.6249984,37.50000108,2318.004,459.0288
-105.5833318,37.50000108,2342.9976,498.9576
-105.5416651,37.50000108,2399.9952,316.0776
-105.4999984,37.50000108,2491.1304,17.0688
-105.4583318,37.50000108,2657.2464,-89.916
-105.4166651,37.50000108,2655.1128,-114.9096
-105.3749984,37.50000108,2644.14,-120.0912
-105.3333318,37.50000108,2582.2656,-72.2376
-105.2916651,37.50000108,2648.1024,-152.0952
-105.2499984,37.50000108,2830.068,-171.2976
-105.2083317,37.50000108,2770.0224,-217.932
-105.1666651,37.50000108,2787.0912,-260.9088
-105.1249984,37.50000108,2606.04,-389.8392
-105.0833317,37.50000108,2310.0792,-516.9408
-105.0416651,37.50000108,2195.1696,-735.1776
-104.9999984,37.50000108,2170.176,-762
-104.9583317,37.50000108,2164.9944,-760.1712
-104.9166651,37.50000108,2214.9816,-712.3176
-104.8749984,37.50000108,2135.124,-832.104
-104.8333317,37.50000108,2136.9528,-1054.9128
-104.791665,37.50000108,2100.072,-1021.08
-104.7499984,37.50000108,2082.0888,-1071.9816
-104.7083317,37.50000108,2010.156,-884.8344
-104.666665,37.50000108,1974.1896,-601.0656
-104.6249984,37.50000108,1922.0688,-489.204
-104.5833317,37.50000108,1893.1128,-462.0768
-104.541665,37.50000108,1883.9688,-417.8808
-104.4999984,37.50000108,1869.948,-477.012
-104.4583317,37.50000108,1815.9984,-437.0832
-104.416665,37.50000108,1775.1552,-470.0016
-104.3749983,37.50000108,1748.9424,-462.0768
-104.3333317,37.50000108,1715.1096,-502.0056
-104.291665,37.50000108,1721.2056,-471.2208
-104.2499983,37.50000108,1709.0136,-441.0456
-104.2083317,37.50000108,1705.9656,-374.904
-104.166665,37.50000108,1708.0992,-387.096
-104.1249983,37.50000108,1747.1136,-477.9264
-104.0833317,37.50000108,1737.9696,-368.808
-104.041665,37.50000108,1698.0408,-462.0768
-103.9999983,37.50000108,1666.9512,-320.04
-103.9583316,37.50000108,1637.9952,-187.7568
-103.916665,37.50000108,1580.0832,-231.9528
-103.8749983,37.50000108,1538.9352,-242.0112
-103.8333316,37.50000108,1533.144,-245.9736
-103.791665,37.50000108,1547.1648,-204.8256
-103.7499983,37.50000108,1506.0168,-145.0848
-103.7083316,37.50000108,1406.0424,-205.1304
-103.666665,37.50000108,1501.14,-194.7672
-103.6249983,37.50000108,1353.9216,-160.02
-103.5833316,37.50000108,1455.1152,-151.7904
-103.5416649,37.50000108,1561.1856,-165.8112
-103.4999983,37.50000108,1483.1568,-117.0432
-103.4583316,37.50000108,1479.1944,-70.7136
-103.4166649,37.50000108,1463.04,-90.2208
-103.3749983,37.50000108,1501.14,-106.0704
-103.3333316,37.50000108,1563.0144,-61.8744
-103.2916649,37.50000108,1541.9832,42.0624
-103.2499983,37.50000108,1543.2024,-81.0768
-103.2083316,37.50000108,1538.0208,45.1104
-103.1666649,37.50000108,1515.1608,-74.9808
-103.1249982,37.50000108,1472.184,-195.072
-103.0833316,37.50000108,1463.04,-129.2352
-103.0416649,37.50000108,1468.2216,-135.0264
-102.9999982,37.50000108,1442.9232,-134.112
-102.9583316,37.50000108,1441.0944,-195.072
-102.9166649,37.50000108,1444.1424,-277.9776
-102.8749982,37.50000108,1448.1048,-274.0152
-102.8333316,37.50000108,1420.0632,-295.0464
-102.7916649,37.50000108,1399.032,-320.9544
-102.7499982,37.50000108,1380.1344,-302.9712
-102.7083315,37.50000108,1366.1136,-274.0152
-102.6666649,37.50000108,1353.9216,-273.1008
-102.6249982,37.50000108,1344.168,-288.036
-102.5833315,37.50000108,1328.928,-277.9776
-102.5416649,37.50000108,1306.068,-291.9984
-102.4999982,37.50000108,1285.0368,-316.992
-102.4583315,37.50000108,1267.968,-352.044
-102.4166649,37.50000108,1248.156,-323.088
-102.3749982,37.50000108,1217.0664,-313.0296
-102.3333315,37.50000108,1212.1896,-312.1152
-102.2916648,37.50000108,1198.1688,-312.1152
-102.2499982,37.50000108,1189.9392,-304.8
-102.2083315,37.50000108,1180.1856,-309.0672
-102.1666648,37.50000108,1164.9456,-309.9816
-102.1249982,37.50000108,1149.096,-301.1424
-102.0833315,37.50000108,1127.1504,-295.0464
-102.0416648,37.50000108,1096.0608,-284.988
-101.9999982,37.50000108,1096.9752,-273.1008
-101.9583315,37.50000108,1086.0024,-251.1552
-101.9166648,37.50000108,1068.0192,-259.9944
-109.1249987,37.54166775,1744.0656,462.9912
-109.0833321,37.54166775,1737.9696,448.9704
-109.0416654,37.54166775,1842.2112,524.8656
-108.9999987,37.54166775,1851.9648,544.9824
-108.958332,37.54166775,1951.0248,424.8912
-108.9166654,37.54166775,1988.2104,448.056
-108.8749987,37.54166775,2027.2248,623.0112
-108.833332,37.54166775,2068.9824,812.9016
-108.7916654,37.54166775,2046.1224,779.9832
-108.7499987,37.54166775,2107.9968,837.2856
-108.708332,37.54166775,2104.0344,929.0304
-108.6666654,37.54166775,2140.0008,1052.1696
-108.6249987,37.54166775,2193.036,1075.0296
-108.583332,37.54166775,2225.04,1127.1504
-108.5416653,37.54166775,2150.9736,1037.2344
-108.4999987,37.54166775,2168.0424,1269.7968
-108.458332,37.54166775,2321.9664,1249.9848
-108.4166653,37.54166775,2399.0808,1021.08
-108.3749987,37.54166775,2371.0392,687.0192
-108.333332,37.54166775,2543.2512,714.1464
-108.2916653,37.54166775,2673.096,856.1832
-108.2499987,37.54166775,2790.1392,745.236
-108.208332,37.54166775,2917.2408,325.2216
-108.1666653,37.54166775,2979.1152,825.0936
-108.1249986,37.54166775,2988.2592,1163.1168
-108.083332,37.54166775,3258.0072,1347.216
-108.0416653,37.54166775,3277.2096,1161.288
-107.9999986,37.54166775,3090.0624,1177.1376
-107.958332,37.54166775,2733.1416,979.0176
-107.9166653,37.54166775,2822.1432,783.0312
-107.8749986,37.54166775,2960.2176,772.9728
-107.833332,37.54166775,2885.2368,591.0072
-107.7916653,37.54166775,2518.2576,425.8056
-107.7499986,37.54166775,3050.1336,459.9432
-107.7083319,37.54166775,3314.0904,-122.2248
-107.6666653,37.54166775,3515.2584,-375.8184
-107.6249986,37.54166775,3483.2544,-598.0176
-107.5833319,37.54166775,3576.2184,284.988
-107.5416653,37.54166775,3350.0568,309.0672
-107.4999986,37.54166775,3326.2824,675.132
-107.4583319,37.54166775,3446.0688,445.9224
-107.4166653,37.54166775,3381.1464,658.9776
-107.3749986,37.54166775,3343.0464,894.8928
-107.3333319,37.54166775,3439.0584,209.0928
-107.2916652,37.54166775,2866.0344,307.2384
-107.2499986,37.54166775,2882.1888,-220.0656
-107.2083319,37.54166775,2679.192,-608.076
-107.1666652,37.54166775,3375.0504,-361.188
-107.1249986,37.54166775,3042.2088,-313.0296
-107.0833319,37.54166775,3497.2752,-316.0776
-107.0416652,37.54166775,3406.14,-334.9752
-106.9999986,37.54166775,3544.2144,67.056
-106.9583319,37.54166775,3413.1504,-196.9008
-106.9166652,37.54166775,3259.2264,-567.8424
-106.8749985,37.54166775,3621.3288,170.0784
-106.8333319,37.54166775,3295.1928,231.0384
-106.7916652,37.54166775,2875.1784,341.9856
-106.7499985,37.54166775,3215.0304,-644.9568
-106.7083319,37.54166775,3037.0272,-493.1664
-106.6666652,37.54166775,3010.2048,-1028.0904
-106.6249985,37.54166775,3111.0936,-1014.984
-106.5833319,37.54166775,3448.2024,-1286.256
-106.5416652,37.54166775,3146.1456,-1146.048
-106.4999985,37.54166775,2871.216,-974.1408
-106.4583318,37.54166775,3036.1128,-1317.3456
-106.4166652,37.54166775,3113.2272,-1004.0112
-106.3749985,37.54166775,3021.1776,-585.216
-106.3333318,37.54166775,2730.0936,-919.8864
-106.2916652,37.54166775,2549.0424,-748.8936
-106.2499985,37.54166775,2469.1848,-725.1192
-106.2083318,37.54166775,2391.156,-826.008
-106.1666652,37.54166775,2257.9584,-1163.1168
-106.1249985,37.54166775,2267.1024,-858.9264
-106.0833318,37.54166775,2285.0856,-567.2328
-106.0416651,37.54166775,2303.9832,-712.0128
-105.9999985,37.54166775,2291.1816,-679.0944
-105.9583318,37.54166775,2289.9624,-170.9928
-105.9166651,37.54166775,2295.144,487.9848
-105.8749985,37.54166775,2288.1336,758.0376
-105.8333318,37.54166775,2285.0856,467.868
-105.7916651,37.54166775,2285.0856,484.0224
-105.7499985,37.54166775,2285.0856,491.0328
-105.7083318,37.54166775,2287.2192,354.1776
-105.6666651,37.54166775,2303.9832,434.9496
-105.6249984,37.54166775,2324.1,524.256
-105.5833318,37.54166775,2434.1328,423.9768
-105.5416651,37.54166775,2850.1848,202.0824
-105.4999984,37.54166775,3218.0784,25.908
-105.4583318,37.54166775,3307.08,-59.1312
-105.4166651,37.54166775,2937.0528,-145.0848
-105.3749984,37.54166775,2875.1784,-224.028
-105.3333318,37.54166775,2748.9912,-228.9048
-105.2916651,37.54166775,2621.28,-244.1448
-105.2499984,37.54166775,2720.0352,-274.9296
-105.2083317,37.54166775,2828.2392,-294.132
-105.1666651,37.54166775,2715.1584,-412.0896
-105.1249984,37.54166775,2492.0448,-878.1288
-105.0833317,37.54166775,2321.052,-1296.924
-105.0416651,37.54166775,2229.0024,-1375.8672
-104.9999984,37.54166775,2140.0008,-1007.9736
-104.9583317,37.54166775,2061.0576,-935.1264
-104.9166651,37.54166775,2056.1808,-806.8056
-104.8749984,37.54166775,2043.0744,-738.2256
-104.8333317,37.54166775,2029.0536,-890.9304
-104.791665,37.54166775,2029.968,-1005.2304
-104.7499984,37.54166775,2022.0432,-967.1304
-104.7083317,37.54166775,1972.056,-811.9872
-104.666665,37.54166775,1921.1544,-634.8984
-104.6249984,37.54166775,1931.2128,-514.8072
-104.5833317,37.54166775,1929.0792,-434.9496
-104.541665,37.54166775,1940.052,-399.8976
-104.4999984,37.54166775,1942.1856,-352.9584
-104.4583317,37.54166775,1883.0544,-370.9416
-104.416665,37.54166775,1829.1048,-334.0608
-104.3749983,37.54166775,1823.0088,-406.908
-104.3333317,37.54166775,1748.028,-437.9976
-104.291665,37.54166775,1680.0576,-419.1
